tbpkid,batch,lc,prov,cnty,lc_prov,lc_cnty
128725,1409,LC320,41,410881,32,320100
128726,1409,LC320,32,320381,32,320100
128727,1409,LC320,41,410181,32,320100
128728,1409,LC005,61,612701,61,610800
128729,1409,LC320,52,522423,32,320100
128730,1409,LC001,61,610523,61,610103
128731,1409,LC005,61,612701,61,610800
128732,1409,LC004,61,610321,61,610300
128733,1409,LC344,36,362531,36,360100
128734,1409,LC331,36,362427,36,360700
128735,1409,LC169,61,610202,61,610200
128736,1409,LC341,33,331022,36,361100
128737,1409,LC341,33,330102,36,361100
128738,1409,LC160,61,612523,61,610103
128739,1409,LC334,61,610121,33,330326
128740,1409,LC004,61,610303,61,610300
128741,1409,LC334,61,610431,33,330326
128742,1409,LC005,61,612722,61,610800
128743,1409,LC331,35,350500,36,360700
128744,1409,LC004,61,610321,61,610300
128745,1409,LC005,61,612723,61,610800
128746,1409,LC160,61,610123,61,610103
128747,1409,LC327,34,340823,34,340100
128748,1409,LC002,61,612523,61,611000
128749,1409,LC005,61,612731,61,610800
128750,1409,LC005,61,612723,61,610800
128751,1409,LC018,14,142732,14,140800
128752,1409,LC320,23,230182,32,320100
128753,1409,LC056,62,622827,62,620100
128754,1409,LC327,34,340311,34,340100
128755,1409,LC005,61,612729,61,610800
128756,1409,LC331,44,440181,36,360700
128757,1409,LC341,33,330624,36,361100
128758,1409,LC341,33,330421,36,361100
128759,1409,LC341,33,330226,36,361100
128760,1409,LC091,61,612301,61,610700
128761,1409,LC256,61,610429,61,610429
128762,1409,LC005,14,142325,61,610800
128763,1409,LC345,36,362330,36,360400
128764,1409,LC351,61,610430,61,610104
128765,1409,LC163,61,612327,61,610113
128766,1409,LC001,62,622322,61,610103
128767,1409,LC282,62,620502,62,620500
128768,1409,LC113,61,610429,61,610400
128769,1409,LC326,41,412726,44,440300
128770,1409,LC009,61,610622,61,610600
128771,1409,LC327,34,340103,34,340100
128772,1409,LC328,61,610221,61,610104
128773,1409,LC320,34,340621,32,320100
128774,1409,LC160,61,612427,61,610103
128775,1409,LC160,61,610427,61,610103
128776,1409,LC326,41,410381,44,440300
128777,1409,LC320,61,612323,32,320100
128778,1409,LC333,36,360121,36,360100
128779,1409,LC320,41,410225,32,320100
128780,1409,LC320,34,340826,32,320100
128781,1409,LC004,61,610321,61,610300
128782,1409,LC320,53,532927,32,320100
128783,1409,LC320,14,140427,32,320100
128784,1409,LC320,61,612324,32,320100
128785,1409,LC320,32,321084,32,320100
128786,1409,LC351,61,610528,61,610104
128787,1409,LC326,43,431102,44,440300
128788,1409,LC351,61,612325,61,610104
128789,1409,LC320,32,321283,32,320100
128790,1409,LC351,61,610528,61,610104
128791,1409,LC351,61,612325,61,610104
128792,1409,LC351,61,610122,61,610104
128793,1409,LC351,61,610524,61,610104
128794,1409,LC351,61,610528,61,610104
128795,1409,LC351,61,610522,61,610104
128796,1409,LC320,34,342622,32,320100
128797,1409,LC351,61,610528,61,610104
128798,1409,LC320,13,130428,32,320100
128799,1409,LC351,61,612325,61,610104
128800,1409,LC160,15,150125,61,610103
128801,1409,LC338,43,430424,36,360100
128802,1409,LC351,61,610429,61,610104
128803,1409,LC018,14,142623,14,140800
128804,1409,LC199,37,370782,37,371500
128805,1409,LC057,32,320825,36,360100
128806,1409,LC159,42,420682,44,440303
128807,1409,LC057,51,513021,36,360100
128808,1409,LC057,61,612425,36,360100
128809,1409,LC160,61,610114,61,610103
128810,1409,LC330,61,610202,61,610113
128811,1409,LC005,61,612701,61,610800
128812,1409,LC338,41,411422,36,360100
128813,1409,LC331,36,360102,36,360700
128814,1409,LC333,34,340304,36,360100
128815,1409,LC057,61,610431,36,360100
128816,1409,LC326,44,441426,44,440300
128817,1409,LC345,44,440221,36,360400
128818,1409,LC345,44,440221,36,360400
128819,1409,LC160,61,610404,61,610103
128820,1409,LC325,44,440681,44,440600
128821,1409,LC106,32,320586,32,320500
128822,1409,LC056,62,620103,62,620100
128823,1409,LC322,44,441821,36,360300
128824,1409,LC169,61,610221,61,610200
128825,1409,LC334,61,610425,33,330326
128826,1409,LC056,62,622426,62,620100
128827,1409,LC001,61,610104,61,610103
128828,1409,LC334,65,653130,33,330326
128829,1409,LC018,14,142725,14,140800
128830,1409,LC282,62,622628,62,620500
128831,1409,LC334,61,610104,33,330326
128832,1409,LC091,61,612301,61,610700
128833,1409,LC340,32,321025,36,360900
128834,1409,LC334,61,610102,33,330326
128835,1409,LC334,61,610103,33,330326
128836,1409,LC005,61,612723,61,610800
128837,1409,LC009,61,610602,61,610600
128838,1409,LC341,36,362322,36,361100
128839,1409,LC160,61,610528,61,610103
128840,1409,LC351,61,610623,61,610104
128841,1409,LC351,61,610623,61,610104
128842,1409,LC160,61,612322,61,610103
128843,1409,LC338,44,440582,36,360100
128844,1409,LC116,61,612724,61,610800
128845,1409,LC160,61,610430,61,610103
128846,1409,LC160,61,610422,61,610103
128847,1409,LC160,61,610111,61,610103
128848,1409,LC346,43,430623,44,440304
128849,1409,LC346,44,445202,44,440304
128850,1409,LC160,61,610102,61,610103
128851,1409,LC200,37,370622,37,370600
128852,1409,LC033,61,612401,61,610900
128853,1409,LC001,61,610324,61,610103
128854,1409,LC346,62,622301,44,440304
128855,1409,LC113,61,610404,61,610400
128856,1409,LC033,61,612430,61,610900
128857,1409,LC329,61,610424,61,610400
128858,1409,LC016,41,410421,41,410100
128859,1409,LC033,61,612401,61,610900
128860,1409,LC330,61,612732,61,610113
128861,1409,LC116,61,612701,61,610800
128862,1409,LC033,61,612401,61,610900
128863,1409,LC001,61,610126,61,610103
128864,1409,LC329,61,610427,61,610400
128865,1409,LC009,61,610602,61,610600
128866,1409,LC001,61,610523,61,610103
128867,1409,LC005,61,612701,61,610800
128868,1409,LC160,37,372925,61,610103
128869,1409,LC005,61,612732,61,610800
128870,1409,LC282,15,150221,62,620500
128871,1409,LC160,61,610102,61,610103
128872,1409,LC057,36,362427,36,360100
128873,1409,LC350,37,370224,37,370200
128874,1409,LC351,61,610630,61,610104
128875,1409,LC004,61,610327,61,610300
128876,1409,LC282,62,620502,62,620500
128877,1409,LC282,62,620503,62,620500
128878,1409,LC116,61,612722,61,610800
128879,1409,LC334,61,610582,33,330326
128880,1409,LC326,44,440509,44,440300
128881,1409,LC330,61,610121,61,610113
128882,1409,LC200,37,370602,37,370600
128883,1409,LC282,62,620524,62,620500
128884,1409,LC004,61,610321,61,610300
128885,1409,LC116,61,612722,61,610800
128886,1409,LC282,62,620502,62,620500
128887,1409,LC106,32,320502,32,320500
128888,1409,LC002,61,612522,61,611000
128889,1409,LC016,41,410102,41,410100
128890,1409,LC338,44,441323,36,360100
128891,1409,LC160,61,610121,61,610103
128892,1409,LC340,36,362201,36,360900
128893,1409,LC340,36,362201,36,360900
128894,1409,LC330,62,622301,61,610113
128895,1409,LC330,62,620321,61,610113
128896,1409,LC345,34,342601,36,360400
128897,1409,LC018,14,142702,14,140800
128898,1409,LC004,61,610423,61,610300
128899,1409,LC004,61,610324,61,610300
128900,1409,LC091,61,612323,61,610700
128901,1409,LC004,61,610323,61,610300
128902,1409,LC091,61,612322,61,610700
128903,1409,LC091,61,612301,61,610700
128904,1409,LC004,61,610327,61,610300
128905,1409,LC091,61,612323,61,610700
128906,1409,LC091,61,612321,61,610700
128907,1409,LC091,61,612323,61,610700
128908,1409,LC004,61,610327,61,610300
128909,1409,LC091,61,612301,61,610700
128910,1409,LC091,61,612321,61,610700
128911,1409,LC004,61,610329,61,610300
128912,1409,LC091,61,612301,61,610700
128913,1409,LC091,61,612323,61,610700
128914,1409,LC004,61,610321,61,610300
128915,1409,LC009,61,610602,61,610600
128916,1409,LC160,61,610581,61,610103
128917,1409,LC056,62,620102,62,620100
128918,1409,LC344,36,360111,36,360100
128919,1409,LC339,51,510106,36,361100
128920,1409,LC016,13,132201,41,410100
128921,1409,LC009,61,610625,61,610600
128922,1409,LC113,61,610426,61,610400
128923,1409,LC018,14,142724,14,140800
128924,1409,LC112,61,610526,61,610500
128925,1409,LC016,41,411522,41,410100
128926,1409,LC001,42,420621,61,610103
128927,1409,LC338,44,440881,36,360100
128928,1409,LC331,62,622726,36,360700
128929,1409,LC163,43,430481,61,610113
128930,1409,LC163,61,610523,61,610113
128931,1409,LC345,51,512921,36,360400
128932,1409,LC344,50,500231,36,360100
128933,1409,LC163,61,612322,61,610113
128934,1409,LC338,43,430423,36,360100
128935,1409,LC338,34,340121,36,360100
128936,1409,LC159,41,410881,44,440303
128937,1409,LC160,61,610481,61,610103
128938,1409,LC334,61,610502,33,330326
128939,1409,LC001,41,410727,61,610103
128940,1409,LC340,36,362201,36,360900
128941,1409,LC160,61,610526,61,610103
128942,1409,LC116,61,612701,61,610800
128943,1409,LC334,61,612328,33,330326
128944,1409,LC338,34,340323,36,360100
128945,1409,LC343,61,610582,61,610582
128946,1409,LC113,61,610424,61,610400
128947,1409,LC338,32,320925,36,360100
128948,1409,LC338,62,622429,36,360100
128949,1409,LC056,62,620104,62,620100
128950,1409,LC160,62,622727,61,610103
128951,1409,LC344,32,320401,36,360100
128952,1409,LC334,61,610404,33,330326
128953,1409,LC340,41,410185,36,360900
128954,1409,LC160,61,610429,61,610103
128955,1409,LC018,14,142724,14,140800
128956,1409,LC056,33,330402,62,620100
128957,1409,LC160,61,610421,61,610103
128958,1409,LC113,61,610202,61,610400
128959,1409,LC160,62,620422,61,610103
128960,1409,LC057,44,440510,36,360100
128961,1409,LC057,44,441322,36,360100
128962,1409,LC057,44,440921,36,360100
128963,1409,LC057,44,440620,36,360100
128964,1409,LC057,44,440822,36,360100
128965,1409,LC345,34,340421,36,360400
128966,1409,LC345,34,342825,36,360400
128967,1409,LC345,34,340123,36,360400
128968,1409,LC345,34,340203,36,360400
128969,1409,LC345,34,342625,36,360400
128970,1409,LC345,34,340123,36,360400
128971,1409,LC345,34,341021,36,360400
128972,1409,LC345,34,340102,36,360400
128973,1409,LC345,34,340104,36,360400
128974,1409,LC345,65,659001,36,360400
128975,1409,LC345,34,340104,36,360400
128976,1409,LC345,34,340123,36,360400
128977,1409,LC345,34,340121,36,360400
128978,1409,LC345,34,340825,36,360400
128979,1409,LC345,34,342425,36,360400
128980,1409,LC160,61,612701,61,610103
128981,1409,LC320,36,360281,32,320100
128982,1409,LC160,61,610121,61,610103
128983,1409,LC160,61,610404,61,610103
128984,1409,LC004,61,610422,61,610300
128985,1409,LC009,61,612701,61,610600
128986,1409,LC009,61,610602,61,610600
128987,1409,LC326,22,220203,44,440300
128988,1409,LC106,61,610329,32,320500
128989,1409,LC169,61,610221,61,610200
128990,1409,LC282,62,620502,62,620500
128991,1409,LC004,62,622626,61,610300
128992,1409,LC327,34,340102,34,340100
128993,1409,LC028,53,530112,53,530100
128994,1409,LC338,42,420901,36,360100
128995,1409,LC338,43,430421,36,360100
128996,1409,LC028,53,530112,53,530100
128997,1409,LC282,62,620502,62,620500
128998,1409,LC057,31,310227,36,360100
128999,1409,LC160,61,610629,61,610103
129000,1409,LC160,61,610629,61,610103
129001,1409,LC334,61,610427,33,330326
129002,1409,LC160,42,422103,61,610103
129003,1409,LC057,61,612525,36,360100
129004,1409,LC160,62,622726,61,610103
129005,1409,LC160,61,610125,61,610103
129006,1409,LC334,61,610523,33,330326
129007,1409,LC172,44,440923,44,440106
129008,1409,LC031,13,130403,13,130400
129009,1409,LC334,52,522123,33,330326
129010,1409,LC113,61,610404,61,610400
129011,1409,LC339,33,330522,36,361100
129012,1409,LC048,36,360502,36,360500
129013,1409,LC160,61,610428,61,610103
129014,1409,LC091,61,612325,61,610700
129015,1409,LC343,61,610523,61,610582
129016,1409,LC340,36,362201,36,360900
129017,1409,LC282,62,620502,62,620500
129018,1409,LC344,34,340304,36,360100
129019,1409,LC320,62,622624,32,320100
129020,1409,LC326,42,429006,44,440300
129021,1409,LC345,33,330183,36,360400
129022,1409,LC338,42,422126,36,360100
129023,1409,LC161,61,610629,61,610103
129024,1409,LC329,61,610429,61,610400
129025,1409,LC016,32,320583,41,410100
129026,1409,LC002,61,612501,61,611000
129027,1409,LC160,42,429005,61,610103
129028,1409,LC106,32,320924,32,320500
129029,1409,LC160,61,610221,61,610103
129030,1409,LC200,37,370686,37,370600
129031,1409,LC056,62,622923,62,620100
129032,1409,LC158,44,441900,44,441900
129033,1409,LC329,61,612729,61,610400
129034,1409,LC001,41,410824,61,610103
129035,1409,LC031,13,130403,13,130400
129036,1409,LC327,34,340123,34,340100
129037,1409,LC006,61,610303,61,610300
129038,1409,LC338,42,421181,36,360100
129039,1409,LC200,37,370684,37,370600
129040,1409,LC338,34,342423,36,360100
129041,1409,LC161,61,612401,61,610103
129042,1409,LC172,44,440882,44,440106
129043,1409,LC327,34,342921,34,340100
129044,1409,LC159,62,622624,44,440303
129045,1409,LC160,61,610425,61,610103
129046,1409,LC009,61,612727,61,610600
129047,1409,LC018,14,142727,14,140800
129048,1409,LC326,62,622301,44,440300
129049,1409,LC326,44,445381,44,440300
129050,1409,LC340,36,362201,36,360900
129051,1409,LC056,62,620524,62,620100
129052,1409,LC160,61,610326,61,610103
129053,1409,LC024,64,640102,64,640100
129054,1409,LC016,41,411102,41,410100
129055,1409,LC018,14,142601,14,140800
129056,1409,LC343,61,610582,61,610582
129057,1409,LC016,51,511325,41,410100
129058,1409,LC005,61,612723,61,610800
129059,1409,LC016,52,522132,41,410100
129060,1409,LC056,62,620302,62,620100
129061,1409,LC160,41,412825,61,610103
129062,1409,LC160,61,610524,61,610103
129063,1409,LC091,61,612322,61,610700
129064,1409,LC160,61,610125,61,610103
129065,1409,LC016,32,320583,41,410100
129066,1409,LC341,15,150122,36,361100
129067,1409,LC344,33,330329,36,360100
129068,1409,LC057,44,440804,36,360100
129069,1409,LC344,33,330322,36,360100
129070,1409,LC056,62,620103,62,620100
129071,1409,LC160,61,610481,61,610103
129072,1409,LC160,61,610404,61,610103
129073,1409,LC333,36,360122,36,360100
129074,1409,LC160,61,610321,61,610103
129075,1409,LC334,61,610115,33,330326
129076,1409,LC200,37,370785,37,370600
129077,1409,LC339,44,440582,36,361100
129078,1409,LC113,61,610404,61,610400
129079,1409,LC160,61,610581,61,610103
129080,1409,LC030,43,433101,43,430100
129081,1409,LC341,33,330724,36,361100
129082,1409,LC341,33,330724,36,361100
129083,1409,LC341,33,330682,36,361100
129084,1409,LC056,62,620102,62,620100
129085,1409,LC165,13,133024,13,130100
129086,1409,LC160,61,610402,61,610103
129087,1409,LC018,14,142723,14,140800
129088,1409,LC160,61,612526,61,610103
129089,1409,LC318,61,610125,61,610125
129090,1409,LC339,32,321283,36,361100
129091,1409,LC116,61,612701,61,610800
129092,1409,LC057,42,421023,36,360100
129093,1409,LC160,61,610427,61,610103
129094,1409,LC160,61,610528,61,610103
129095,1409,LC057,51,510503,36,360100
129096,1409,LC318,61,610423,61,610125
129097,1409,LC330,61,610121,61,610113
129098,1409,LC345,50,500234,36,360400
129099,1409,LC160,61,610502,61,610103
129100,1409,LC327,34,340103,34,340100
129101,1409,LC282,62,620522,62,620500
129102,1409,LC024,64,640204,64,640100
129103,1409,LC334,15,150302,33,330326
129104,1409,LC163,65,654001,61,610113
129105,1409,LC282,62,620503,62,620500
129106,1409,LC106,32,320582,32,320500
129107,1409,LC057,36,362330,36,360100
129108,1409,LC353,45,452503,33,330104
129109,1409,LC160,61,610581,61,610103
129110,1409,LC318,61,610125,61,610125
129111,1409,LC160,61,610425,61,610103
129112,1409,LC160,61,610403,61,610103
129113,1409,LC057,44,440301,36,360100
129114,1409,LC337,61,610302,61,610113
129115,1409,LC201,37,372922,37,370100
129116,1409,LC256,61,610429,61,610429
129117,1409,LC338,32,321183,36,360100
129118,1409,LC160,61,612501,61,610103
129119,1409,LC160,61,610113,61,610103
129120,1409,LC160,41,411521,61,610103
129121,1409,LC339,32,320321,36,361100
129122,1409,LC344,34,342224,36,360100
129123,1409,LC001,61,610103,61,610103
129124,1409,LC344,36,360102,36,360100
129125,1409,LC331,36,362135,36,360700
129126,1409,LC160,44,445222,61,610103
129127,1409,LC091,61,612325,61,610700
129128,1409,LC159,61,610125,44,440303
129129,1409,LC031,13,130403,13,130400
129130,1409,LC334,61,612324,33,330326
129131,1409,LC339,33,330702,36,361100
129132,1409,LC160,61,610429,61,610103
129133,1409,LC334,61,610104,33,330326
129134,1409,LC115,31,310109,31,310106
129135,1409,LC004,61,610322,61,610300
129136,1409,LC160,61,612323,61,610103
129137,1409,LC334,61,610425,33,330326
129138,1409,LC340,33,330921,36,360900
129139,1409,LC018,14,142603,14,140800
129140,1409,LC340,33,330102,36,360900
129141,1409,LC160,61,610523,61,610103
129142,1409,LC018,14,142701,14,140800
129143,1409,LC091,61,612321,61,610700
129144,1409,LC327,34,341281,34,340100
129145,1409,LC341,33,330724,36,361100
129146,1409,LC005,61,612729,61,610800
129147,1409,LC200,37,371083,37,370600
129148,1409,LC200,37,370631,37,370600
129149,1409,LC056,62,620121,62,620100
129150,1409,LC115,31,310230,31,310106
129151,1409,LC091,61,612326,61,610700
129152,1409,LC106,32,320586,32,320500
129153,1409,LC160,61,610526,61,610103
129154,1409,LC160,64,640204,61,610103
129155,1409,LC057,43,433024,36,360100
129156,1409,LC006,61,610403,61,610300
129157,1409,LC159,36,362432,44,440303
129158,1409,LC106,32,320582,32,320500
129159,1409,LC282,62,620502,62,620500
129160,1409,LC344,36,360122,36,360100
129161,1409,LC163,41,410325,61,610113
129162,1409,LC334,31,310109,33,330326
129163,1409,LC344,44,441481,36,360100
129164,1409,LC001,36,362422,61,610103
129165,1409,LC113,61,610402,61,610400
129166,1409,LC163,62,622103,61,610113
129167,1409,LC160,61,610602,61,610103
129168,1409,LC322,44,445102,36,360300
129169,1409,LC333,32,320684,36,360100
129170,1409,LC160,61,610427,61,610103
129171,1409,LC349,62,622427,62,621100
129172,1409,LC028,53,532501,53,530100
129173,1409,LC160,61,610427,61,610103
129174,1409,LC333,41,411381,36,360100
129175,1409,LC028,53,532726,53,530100
129176,1409,LC001,61,610523,61,610103
129177,1409,LC282,62,620503,62,620500
129178,1409,LC160,61,610102,61,610103
129179,1409,LC350,36,362429,37,370200
129180,1409,LC160,61,610103,61,610103
129181,1409,LC106,32,320501,32,320500
129182,1409,LC160,61,610526,61,610103
129183,1409,LC350,37,370284,37,370200
129184,1409,LC005,61,612701,61,610800
129185,1409,LC020,32,320302,32,320300
129186,1409,LC160,61,610481,61,610103
129187,1409,LC200,37,370104,37,370600
129188,1409,LC028,53,532101,53,530100
129189,1409,LC160,61,610302,61,610103
129190,1409,LC113,61,610422,61,610400
129191,1409,LC005,61,612728,61,610800
129192,1409,LC160,61,610481,61,610103
129193,1409,LC005,61,612727,61,610800
129194,1409,LC056,62,620103,62,620100
129195,1409,LC333,32,320602,36,360100
129196,1409,LC349,62,622428,62,621100
129197,1409,LC334,61,610423,33,330326
129198,1409,LC113,61,610422,61,610400
129199,1409,LC160,61,610126,61,610103
129200,1409,LC334,44,445121,33,330326
129201,1409,LC326,44,440981,44,440300
129202,1409,LC057,36,360428,36,360100
129203,1409,LC338,15,152104,36,360100
129204,1409,LC002,61,612524,61,611000
129205,1409,LC338,13,132201,36,360100
129206,1409,LC338,32,320822,36,360100
129207,1409,LC341,37,370830,36,361100
129208,1409,LC334,61,610326,33,330326
129209,1409,LC048,36,360502,36,360500
129210,1409,LC326,44,440305,44,440300
129211,1409,LC349,62,622426,62,621100
