tbpkid,batch,lc,prov,cnty,lc_prov,lc_cnty
128027,1409,LC328,61,612522,61,610104
128028,1409,LC200,37,371081,37,370600
128029,1409,LC327,34,341223,34,340100
128030,1409,LC326,44,440902,44,440300
128031,1409,LC113,61,610423,61,610400
128032,1409,LC327,35,352624,34,340100
128033,1409,LC001,61,610111,61,610103
128034,1409,LC327,34,341225,34,340100
128035,1409,LC326,43,433124,44,440300
128036,1409,LC320,32,321324,32,320100
128037,1409,LC343,61,610582,61,610582
128038,1409,LC028,37,370481,53,530100
128039,1409,LC160,61,610121,61,610103
128040,1409,LC320,32,320923,32,320100
128041,1409,LC338,51,510602,36,360100
128042,1409,LC001,62,622323,61,610103
128043,1409,LC345,36,360428,36,360400
128044,1409,LC338,45,450802,36,360100
128045,1409,LC338,43,432326,36,360100
128046,1409,LC338,44,441427,36,360100
128047,1409,LC320,41,411322,32,320100
128048,1409,LC057,36,362523,36,360100
128049,1409,LC345,36,360402,36,360400
128050,1409,LC057,44,441323,36,360100
128051,1409,LC344,36,360722,36,360100
128052,1409,LC340,43,431124,36,360900
128053,1409,LC004,61,612401,61,610300
128054,1409,LC326,42,421083,44,440300
128055,1409,LC346,36,360427,44,440304
128056,1409,LC112,61,610527,61,610500
128057,1409,LC326,44,440981,44,440300
128058,1409,LC326,41,410381,44,440300
128059,1409,LC116,61,612701,61,610800
128060,1409,LC326,44,441622,44,440300
128061,1409,LC339,32,320724,36,361100
128062,1409,LC341,33,330282,36,361100
128063,1409,LC256,61,610429,61,610429
128064,1409,LC160,61,610632,61,610103
128065,1409,LC337,61,610525,61,610113
128066,1409,LC345,36,362531,36,360400
128067,1409,LC091,61,612301,61,610700
128068,1409,LC282,62,622322,62,620500
128069,1409,LC116,61,612701,61,610800
128070,1409,LC282,62,620503,62,620500
128071,1409,LC001,61,610324,61,610103
128072,1409,LC001,61,610424,61,610103
128073,1409,LC163,61,610403,61,610113
128074,1409,LC200,37,370687,37,370600
128075,1409,LC320,41,412929,32,320100
128076,1409,LC112,61,610523,61,610500
128077,1409,LC160,61,610122,61,610103
128078,1409,LC344,36,360222,36,360100
128079,1409,LC199,37,372330,37,371500
128080,1409,LC004,61,610322,61,610300
128081,1409,LC005,61,612701,61,610800
128082,1409,LC199,37,372330,37,371500
128083,1409,LC320,37,372929,32,320100
128084,1409,LC002,61,612526,61,611000
128085,1409,LC343,61,610582,61,610582
128086,1409,LC002,61,612501,61,611000
128087,1409,LC320,43,430703,32,320100
128088,1409,LC320,41,411424,32,320100
128089,1409,LC005,61,612701,61,610800
128090,1409,LC320,52,520112,32,320100
128091,1409,LC004,61,610303,61,610300
128092,1409,LC016,50,500383,41,410100
128093,1409,LC004,61,610323,61,610300
128094,1409,LC320,42,420821,32,320100
128095,1409,LC172,44,441284,44,440106
128096,1409,LC016,41,411503,41,410100
128097,1409,LC320,42,420923,32,320100
128098,1409,LC004,61,610303,61,610300
128099,1409,LC320,37,371524,32,320100
128100,1409,LC320,62,620524,32,320100
128101,1409,LC320,32,320981,32,320100
128102,1409,LC160,61,612324,61,610103
128103,1409,LC004,61,610323,61,610300
128104,1409,LC115,65,652901,31,310106
128105,1409,LC115,31,310115,31,310106
128106,1409,LC115,31,310113,31,310106
128107,1409,LC199,37,371425,37,371500
128108,1409,LC256,61,610629,61,610429
128109,1409,LC004,61,610122,61,610300
128110,1409,LC256,61,610422,61,610429
128111,1409,LC256,61,610429,61,610429
128112,1409,LC256,61,610429,61,610429
128113,1409,LC282,62,620502,62,620500
128114,1409,LC116,61,612729,61,610800
128115,1409,LC199,37,371422,37,371500
128116,1409,LC160,65,653129,61,610103
128117,1409,LC160,61,612324,61,610103
128118,1409,LC016,14,140429,41,410100
128119,1409,LC341,36,362322,36,361100
128120,1409,LC016,14,140522,41,410100
128121,1409,LC018,14,142621,14,140800
128122,1409,LC091,61,612301,61,610700
128123,1409,LC163,65,650107,61,610113
128124,1409,LC160,61,610581,61,610103
128125,1409,LC160,61,610431,61,610103
128126,1409,LC199,37,371525,37,371500
128127,1409,LC160,61,610124,61,610103
128128,1409,LC328,61,610113,61,610104
128129,1409,LC329,61,610526,61,610400
128130,1409,LC018,14,142701,14,140800
128131,1409,LC010,61,610402,61,610400
128132,1409,LC056,62,620102,62,620100
128133,1409,LC161,61,610123,61,610103
128134,1409,LC344,35,350622,36,360100
128135,1409,LC018,14,142601,14,140800
128136,1409,LC338,32,320721,36,360100
128137,1409,LC018,14,142601,14,140800
128138,1409,LC010,61,610104,61,610400
128139,1409,LC338,32,320523,36,360100
128140,1409,LC002,61,612522,61,611000
128141,1409,LC112,61,610525,61,610500
128142,1409,LC004,61,610303,61,610300
128143,1409,LC322,33,330302,36,360300
128144,1409,LC004,61,610303,61,610300
128145,1409,LC018,14,142730,14,140800
128146,1409,LC320,41,411081,32,320100
128147,1409,LC320,34,340603,32,320100
128148,1409,LC320,62,620521,32,320100
128149,1409,LC320,34,340121,32,320100
128150,1409,LC091,61,612323,61,610700
128151,1409,LC002,61,612501,61,611000
128152,1409,LC160,41,412723,61,610103
128153,1409,LC160,61,610526,61,610103
128154,1409,LC345,44,440683,36,360400
128155,1409,LC338,43,431026,36,360100
128156,1409,LC345,62,620105,36,360400
128157,1409,LC333,31,310108,36,360100
128158,1409,LC057,33,330123,36,360100
128159,1409,LC326,44,441622,44,440300
128160,1409,LC160,61,610103,61,610103
128161,1409,LC351,61,612429,61,610104
128162,1409,LC351,61,610322,61,610104
128163,1409,LC351,61,610322,61,610104
128164,1409,LC351,61,610629,61,610104
128165,1409,LC351,61,612424,61,610104
128166,1409,LC351,61,610124,61,610104
128167,1409,LC351,61,612424,61,610104
128168,1409,LC320,51,511002,32,320100
128169,1409,LC320,36,360424,32,320100
128170,1409,LC345,36,360730,36,360400
128171,1409,LC030,43,430526,43,430100
128172,1409,LC331,44,445221,36,360700
128173,1409,LC113,34,342901,61,610400
128174,1409,LC199,37,372330,37,371500
128175,1409,LC163,61,612722,61,610113
128176,1409,LC338,32,320621,36,360100
128177,1409,LC057,44,440301,36,360100
128178,1409,LC113,61,610423,61,610400
128179,1409,LC327,34,340121,34,340100
128180,1409,LC163,61,612327,61,610113
128181,1409,LC338,32,320583,36,360100
128182,1409,LC116,14,142725,61,610800
128183,1409,LC345,44,441481,36,360400
128184,1409,LC116,14,141124,61,610800
128185,1409,LC338,32,320684,36,360100
128186,1409,LC116,61,612701,61,610800
128187,1409,LC004,61,610302,61,610300
128188,1409,LC337,62,620104,61,610113
128189,1409,LC160,61,610115,61,610103
128190,1409,LC331,36,360702,36,360700
128191,1409,LC329,61,610424,61,610400
128192,1409,LC004,61,610303,61,610300
128193,1409,LC091,61,612322,61,610700
128194,1409,LC160,61,610629,61,610103
128195,1409,LC200,37,372925,37,370600
128196,1409,LC004,61,610321,61,610300
128197,1409,LC160,61,610622,61,610103
128198,1409,LC056,62,620422,62,620100
128199,1409,LC338,44,440421,36,360100
128200,1409,LC339,44,440421,36,361100
128201,1409,LC338,33,330522,36,360100
128202,1409,LC160,61,610524,61,610103
128203,1409,LC159,44,445202,44,440303
128204,1409,LC320,37,370829,32,320100
128205,1409,LC326,44,441622,44,440300
128206,1409,LC320,44,441825,32,320100
128207,1409,LC338,32,320111,36,360100
128208,1409,LC333,36,360104,36,360100
128209,1409,LC338,32,320103,36,360100
128210,1409,LC333,36,360122,36,360100
128211,1409,LC333,36,360121,36,360100
128212,1409,LC333,36,360121,36,360100
128213,1409,LC338,33,330281,36,360100
128214,1409,LC115,31,310112,31,310106
128215,1409,LC115,31,310230,31,310106
128216,1409,LC115,31,310110,31,310106
128217,1409,LC115,32,320114,31,310106
128218,1409,LC333,36,360122,36,360100
128219,1409,LC333,36,360121,36,360100
128220,1409,LC333,36,360103,36,360100
128221,1409,LC333,36,362526,36,360100
128222,1409,LC282,62,620522,62,620500
128223,1409,LC199,37,370123,37,371500
128224,1409,LC339,52,522101,36,361100
128225,1409,LC320,32,320922,32,320100
128226,1409,LC002,61,612522,61,611000
128227,1409,LC326,51,511023,44,440300
128228,1409,LC163,61,610324,61,610113
128229,1409,LC344,36,360102,36,360100
128230,1409,LC339,44,440421,36,361100
128231,1409,LC338,44,442000,36,360100
128232,1409,LC112,61,610525,61,610500
128233,1409,LC338,44,440111,36,360100
128234,1409,LC320,61,610122,32,320100
128235,1409,LC338,41,411323,36,360100
128236,1409,LC338,32,320525,36,360100
128237,1409,LC004,61,610303,61,610300
128238,1409,LC338,32,320826,36,360100
128239,1409,LC112,61,612129,61,610500
128240,1409,LC160,61,610632,61,610103
128241,1409,LC330,61,610526,61,610113
128242,1409,LC160,61,612401,61,610103
128243,1409,LC344,44,441624,36,360100
128244,1409,LC016,32,321102,41,410100
128245,1409,LC016,32,320826,41,410100
128246,1409,LC113,65,652827,61,610400
128247,1409,LC338,32,320621,36,360100
128248,1409,LC160,61,610124,61,610103
128249,1409,LC018,14,142623,14,140800
128250,1409,LC057,36,362502,36,360100
128251,1409,LC326,23,232126,44,440300
128252,1409,LC326,44,441424,44,440300
128253,1409,LC004,61,610324,61,610300
128254,1409,LC004,61,610321,61,610300
128255,1409,LC004,61,610321,61,610300
128256,1409,LC199,37,372330,37,371500
128257,1409,LC344,33,330382,36,360100
128258,1409,LC016,35,350521,41,410100
128259,1409,LC160,61,610125,61,610103
128260,1409,LC018,14,142729,14,140800
128261,1409,LC160,61,610122,61,610103
128262,1409,LC333,36,360732,36,360100
128263,1409,LC282,62,620502,62,620500
128264,1409,LC333,51,513922,36,360100
128265,1409,LC057,36,360104,36,360100
128266,1409,LC160,62,620102,61,610103
128267,1409,LC326,44,441423,44,440300
128268,1409,LC004,61,610322,61,610300
128269,1409,LC004,61,610326,61,610300
128270,1409,LC338,36,360101,36,360100
128271,1409,LC160,61,610528,61,610103
128272,1409,LC326,44,440306,44,440300
128273,1409,LC113,61,610526,61,610400
128274,1409,LC341,33,330205,36,361100
128275,1409,LC322,44,440104,36,360300
128276,1409,LC322,44,440923,36,360300
128277,1409,LC005,61,612723,61,610800
128278,1409,LC113,61,612729,61,610400
128279,1409,LC326,44,441622,44,440300
128280,1409,LC057,44,441323,36,360100
128281,1409,LC057,44,441302,36,360100
128282,1409,LC057,44,441323,36,360100
128283,1409,LC057,44,441323,36,360100
128284,1409,LC113,61,610427,61,610400
128285,1409,LC009,61,610624,61,610600
128286,1409,LC338,33,330682,36,360100
128287,1409,LC320,52,522530,32,320100
128288,1409,LC028,13,130622,53,530100
128289,1409,LC116,61,612701,61,610800
128290,1409,LC113,61,612731,61,610400
128291,1409,LC326,44,441522,44,440300
128292,1409,LC005,61,612723,61,610800
128293,1409,LC160,61,610481,61,610103
128294,1409,LC322,51,510221,36,360300
128295,1409,LC163,61,610321,61,610113
128296,1409,LC009,61,610630,61,610600
128297,1409,LC160,61,612730,61,610103
128298,1409,LC056,62,620121,62,620100
128299,1409,LC344,36,362102,36,360100
128300,1409,LC009,61,610628,61,610600
128301,1409,LC004,62,622724,61,610300
128302,1409,LC331,36,362132,36,360700
128303,1409,LC322,44,445224,36,360300
128304,1409,LC160,61,610103,61,610103
128305,1409,LC326,44,440307,44,440300
128306,1409,LC322,23,230502,36,360300
128307,1409,LC057,35,350524,36,360100
128308,1409,LC004,61,610322,61,610300
128309,1409,LC001,61,610103,61,610103
128310,1409,LC326,44,440923,44,440300
128311,1409,LC116,61,612732,61,610800
128312,1409,LC005,61,612723,61,610800
128313,1409,LC345,44,441381,36,360400
128314,1409,LC344,31,310104,36,360100
128315,1409,LC322,36,360428,36,360300
128316,1409,LC345,41,412721,36,360400
128317,1409,LC116,61,612722,61,610800
128318,1409,LC338,36,362330,36,360100
128319,1409,LC325,44,440223,44,440600
128320,1409,LC091,61,612325,61,610700
128321,1409,LC091,61,612323,61,610700
128322,1409,LC016,41,410221,41,410100
128323,1409,LC113,61,610428,61,610400
128324,1409,LC004,61,610321,61,610300
128325,1409,LC113,61,610402,61,610400
128326,1409,LC113,61,612501,61,610400
128327,1409,LC018,41,411202,14,140800
128328,1409,LC009,61,610623,61,610600
128329,1409,LC333,36,360733,36,360100
128330,1409,LC341,33,330182,36,361100
128331,1409,LC338,32,320626,36,360100
128332,1409,LC018,14,142623,14,140800
128333,1409,LC113,61,610402,61,610400
128334,1409,LC338,31,310110,36,360100
128335,1409,LC009,61,610623,61,610600
128336,1409,LC338,36,360732,36,360100
128337,1409,LC344,31,310104,36,360100
128338,1409,LC341,33,330621,36,361100
128339,1409,LC282,62,620502,62,620500
128340,1409,LC338,32,321283,36,360100
128341,1409,LC338,33,330823,36,360100
128342,1409,LC333,36,360102,36,360100
128343,1409,LC322,51,510221,36,360300
128344,1409,LC199,37,372502,37,371500
128345,1409,LC160,61,610425,61,610103
128346,1409,LC199,37,372501,37,371500
128347,1409,LC016,41,411526,41,410100
128348,1409,LC327,34,340111,34,340100
128349,1409,LC009,61,610602,61,610600
128350,1409,LC004,61,610303,61,610300
128351,1409,LC344,36,362426,36,360100
128352,1409,LC320,32,320923,32,320100
128353,1409,LC351,61,610423,61,610104
128354,1409,LC351,61,610111,61,610104
128355,1409,LC320,32,320911,32,320100
128356,1409,LC160,61,610629,61,610103
128357,1409,LC004,61,610323,61,610300
128358,1409,LC004,61,610302,61,610300
128359,1409,LC322,34,341122,36,360300
128360,1409,LC004,61,612726,61,610300
128361,1409,LC326,61,612524,44,440300
128362,1409,LC004,61,610302,61,610300
128363,1409,LC004,61,610324,61,610300
128364,1409,LC004,61,610327,61,610300
128365,1409,LC004,61,610330,61,610300
128366,1409,LC004,61,610322,61,610300
128367,1409,LC004,61,610321,61,610300
128368,1409,LC004,61,610330,61,610300
128369,1409,LC016,34,340121,41,410100
128370,1409,LC340,31,310226,36,360900
128371,1409,LC004,61,610321,61,610300
128372,1409,LC018,14,142623,14,140800
128373,1409,LC002,61,612501,61,611000
128374,1409,LC005,61,612701,61,610800
128375,1409,LC056,62,620422,62,620100
128376,1409,LC340,44,440184,36,360900
128377,1409,LC326,41,410526,44,440300
128378,1409,LC004,61,610526,61,610300
128379,1409,LC326,36,362202,44,440300
128380,1409,LC172,45,452123,44,440106
128381,1409,LC340,36,360430,36,360900
128382,1409,LC326,61,610322,44,440300
128383,1409,LC005,61,612701,61,610800
128384,1409,LC057,33,330727,36,360100
128385,1409,LC106,32,320322,32,320500
128386,1409,LC199,37,372330,37,371500
128387,1409,LC004,61,610323,61,610300
128388,1409,LC116,61,612701,61,610800
128389,1409,LC004,61,612728,61,610300
128390,1409,LC326,61,612321,44,440300
128391,1409,LC004,61,610327,61,610300
128392,1409,LC004,61,610431,61,610300
128393,1409,LC340,31,310225,36,360900
128394,1409,LC282,62,620522,62,620500
128395,1409,LC320,32,320283,32,320100
128396,1409,LC326,42,421087,44,440300
128397,1409,LC333,44,440505,36,360100
128398,1409,LC001,14,142702,61,610103
128399,1409,LC344,36,360102,36,360100
128400,1409,LC326,44,440582,44,440300
128401,1409,LC004,61,610524,61,610300
128402,1409,LC001,61,610525,61,610103
128403,1409,LC005,61,612723,61,610800
128404,1409,LC331,44,440105,36,360700
128405,1409,LC004,61,610328,61,610300
128406,1409,LC345,36,360402,36,360400
128407,1409,LC345,44,441621,36,360400
128408,1409,LC113,63,632801,61,610400
128409,1409,LC345,36,360428,36,360400
128410,1409,LC200,37,371122,37,370600
128411,1409,LC338,52,522631,36,360100
128412,1409,LC331,44,442000,36,360700
128413,1409,LC113,61,610423,61,610400
128414,1409,LC022,33,330682,33,330100
128415,1409,LC334,61,610404,33,330326
128416,1409,LC169,61,610203,61,610200
128417,1409,LC169,61,610221,61,610200
128418,1409,LC160,62,620403,61,610103
128419,1409,LC334,61,610322,33,330326
128420,1409,LC005,61,612724,61,610800
128421,1409,LC341,33,330205,36,361100
128422,1409,LC341,34,342128,36,361100
128423,1409,LC005,61,612722,61,610800
128424,1409,LC016,13,130628,41,410100
128425,1409,LC018,14,142601,14,140800
128426,1409,LC057,36,360427,36,360100
128427,1409,LC160,61,610324,61,610103
128428,1409,LC057,33,330184,36,360100
128429,1409,LC326,43,430624,44,440300
128430,1409,LC004,61,610323,61,610300
128431,1409,LC344,36,360124,36,360100
128432,1409,LC057,33,330184,36,360100
128433,1409,LC158,44,441900,44,441900
128434,1409,LC344,44,440981,36,360100
128435,1409,LC326,61,610521,44,440300
128436,1409,LC056,62,620522,62,620100
128437,1409,LC326,51,513822,44,440300
128438,1409,LC337,61,610113,61,610113
128439,1409,LC338,42,420700,36,360100
128440,1409,LC200,37,370684,37,370600
128441,1409,LC004,61,610326,61,610300
128442,1409,LC009,61,612601,61,610600
128443,1409,LC020,32,320311,32,320300
128444,1409,LC001,61,610322,61,610103
128445,1409,LC320,32,320283,32,320100
128446,1409,LC338,32,320626,36,360100
128447,1409,LC334,61,610302,33,330326
128448,1409,LC160,61,610124,61,610103
128449,1409,LC160,15,150429,61,610103
128450,1409,LC057,36,362425,36,360100
128451,1409,LC346,44,440923,44,440304
128452,1409,LC160,23,230502,61,610103
128453,1409,LC160,61,610525,61,610103
128454,1409,LC345,34,342222,36,360400
128455,1409,LC160,61,610115,61,610103
128456,1409,LC160,61,610111,61,610103
128457,1409,LC056,62,622923,62,620100
128458,1409,LC160,61,612522,61,610103
128459,1409,LC057,52,522121,36,360100
128460,1409,LC345,34,342501,36,360400
128461,1409,LC349,62,622424,62,621100
128462,1409,LC160,61,612701,61,610103
128463,1409,LC320,61,610431,32,320100
128464,1409,LC199,37,370782,37,371500
128465,1409,LC320,34,342201,32,320100
128466,1409,LC282,62,620502,62,620500
128467,1409,LC338,35,350321,36,360100
128468,1409,LC338,35,350321,36,360100
128469,1409,LC320,34,342522,32,320100
128470,1409,LC002,61,612501,61,611000
128471,1409,LC337,61,610602,61,610113
128472,1409,LC018,14,142724,14,140800
128473,1409,LC056,62,620103,62,620100
128474,1409,LC004,61,610321,61,610300
128475,1409,LC091,61,612327,61,610700
128476,1409,LC349,62,622726,62,621100
128477,1409,LC091,61,612327,61,610700
128478,1409,LC057,37,372924,36,360100
128479,1409,LC160,21,210123,61,610103
128480,1409,LC160,61,610481,61,610103
128481,1409,LC091,61,612321,61,610700
128482,1409,LC160,61,610402,61,610103
128483,1409,LC009,61,610602,61,610600
128484,1409,LC320,51,510704,32,320100
128485,1409,LC320,14,142231,32,320100
128486,1409,LC320,37,372928,32,320100
128487,1409,LC320,34,340823,32,320100
128488,1409,LC330,61,610115,61,610113
128489,1409,LC160,61,610522,61,610103
128490,1409,LC320,41,412722,32,320100
128491,1409,LC160,61,610124,61,610103
128492,1409,LC005,61,612701,61,610800
128493,1409,LC320,43,430626,32,320100
128494,1409,LC320,37,372929,32,320100
128495,1409,LC005,61,612701,61,610800
128496,1409,LC320,32,321323,32,320100
128497,1409,LC343,61,610582,61,610582
128498,1409,LC331,44,441481,36,360700
128499,1409,LC160,61,610602,61,610103
128500,1409,LC160,61,612629,61,610103
128501,1409,LC169,61,610221,61,610200
128502,1409,LC320,41,412931,32,320100
128503,1409,LC169,61,610221,61,610200
128504,1409,LC022,33,330682,33,330100
128505,1409,LC169,61,610222,61,610200
128506,1409,LC022,34,340824,33,330100
128507,1409,LC331,43,430921,36,360700
128508,1409,LC341,34,341321,36,361100
128509,1409,LC006,61,610321,61,610300
128510,1409,LC320,42,429004,32,320100
128511,1409,LC344,44,440982,36,360100
128512,1409,LC200,32,320321,37,370600
128513,1409,LC160,61,610102,61,610103
128514,1409,LC329,61,610125,61,610400
128515,1409,LC330,61,612526,61,610113
128516,1409,LC160,61,610124,61,610103
128517,1409,LC199,37,371525,37,371500
128518,1409,LC330,61,610121,61,610113
128519,1409,LC326,44,441621,44,440300
128520,1409,LC002,61,612527,61,611000
128521,1409,LC056,62,620111,62,620100
128522,1409,LC320,42,420983,32,320100
128523,1409,LC327,34,341125,34,340100
128524,1409,LC320,13,130229,32,320100
128525,1409,LC160,61,610104,61,610103
128526,1409,LC160,61,610427,61,610103
128527,1409,LC351,61,610427,61,610104
128528,1409,LC351,61,610427,61,610104
128529,1409,LC320,41,410822,32,320100
128530,1409,LC351,61,610429,61,610104
128531,1409,LC320,34,340321,32,320100
128532,1409,LC340,43,431103,36,360900
128533,1409,LC160,61,610429,61,610103
128534,1409,LC016,32,320582,41,410100
128535,1409,LC004,61,610328,61,610300
128536,1409,LC334,61,610121,33,330326
128537,1409,LC327,34,340323,34,340100
128538,1409,LC327,34,340202,34,340100
128539,1409,LC163,14,142623,61,610113
128540,1409,LC338,36,360782,36,360100
128541,1409,LC338,36,360121,36,360100
128542,1409,LC338,36,362232,36,360100
128543,1409,LC004,61,610331,61,610300
128544,1409,LC331,36,360124,36,360700
128545,1409,LC199,37,372401,37,371500
128546,1409,LC199,37,372330,37,371500
128547,1409,LC018,14,142601,14,140800
128548,1409,LC338,33,330621,36,360100
128549,1409,LC328,61,610103,61,610104
128550,1409,LC113,41,411202,61,610400
128551,1409,LC345,41,411303,36,360400
128552,1409,LC057,32,320481,36,360100
128553,1409,LC337,42,420322,61,610113
128554,1409,LC113,14,141034,61,610400
128555,1409,LC016,14,140411,41,410100
128556,1409,LC344,36,360681,36,360100
128557,1409,LC344,42,422801,36,360100
128558,1409,LC005,61,612722,61,610800
128559,1409,LC005,61,612723,61,610800
128560,1409,LC328,61,610322,61,610104
128561,1409,LC330,61,612522,61,610113
128562,1409,LC328,61,610103,61,610104
128563,1409,LC160,32,320112,61,610103
128564,1409,LC056,62,622322,62,620100
128565,1409,LC004,61,612731,61,610300
128566,1409,LC004,61,610528,61,610300
128567,1409,LC320,32,320826,32,320100
128568,1409,LC112,61,610521,61,610500
128569,1409,LC320,41,410527,32,320100
128570,1409,LC004,61,610302,61,610300
128571,1409,LC327,34,340122,34,340100
128572,1409,LC327,34,340121,34,340100
128573,1409,LC327,34,340322,34,340100
128574,1409,LC322,41,410421,36,360300
128575,1409,LC320,32,320322,32,320100
128576,1409,LC009,61,610623,61,610600
128577,1409,LC009,61,610623,61,610600
128578,1409,LC338,34,340122,36,360100
128579,1409,LC338,32,321322,36,360100
128580,1409,LC329,61,610404,61,610400
128581,1409,LC339,43,430602,36,361100
128582,1409,LC329,61,610429,61,610400
128583,1409,LC339,32,321183,36,361100
128584,1409,LC169,61,610203,61,610200
128585,1409,LC341,44,441424,36,361100
128586,1409,LC341,50,500235,36,361100
128587,1409,LC339,32,320325,36,361100
128588,1409,LC165,13,130130,13,130100
128589,1409,LC339,32,320611,36,361100
128590,1409,LC163,61,610526,61,610113
128591,1409,LC022,33,331082,33,330100
128592,1409,LC339,13,133001,36,361100
128593,1409,LC163,61,610523,61,610113
128594,1409,LC339,43,430422,36,361100
128595,1409,LC338,44,440801,36,360100
128596,1409,LC320,61,610115,32,320100
128597,1409,LC320,42,420123,32,320100
128598,1409,LC160,61,610481,61,610103
128599,1409,LC002,61,612501,61,611000
128600,1409,LC116,61,612701,61,610800
128601,1409,LC163,61,610115,61,610113
128602,1409,LC163,61,610423,61,610113
128603,1409,LC163,61,610629,61,610113
128604,1409,LC163,61,610115,61,610113
128605,1409,LC163,61,610523,61,610113
128606,1409,LC163,61,610102,61,610113
128607,1409,LC163,61,610431,61,610113
128608,1409,LC163,61,610111,61,610113
128609,1409,LC018,14,142732,14,140800
128610,1409,LC018,14,142724,14,140800
128611,1409,LC005,61,612723,61,610800
128612,1409,LC320,51,510525,32,320100
128613,1409,LC320,41,410922,32,320100
128614,1409,LC338,36,362322,36,360100
128615,1409,LC163,62,620421,61,610113
128616,1409,LC338,36,360425,36,360100
128617,1409,LC338,36,360428,36,360100
128618,1409,LC004,61,610424,61,610300
128619,1409,LC338,32,320523,36,360100
128620,1409,LC338,36,362421,36,360100
128621,1409,LC326,41,412725,44,440300
128622,1409,LC338,32,320583,36,360100
128623,1409,LC326,44,440229,44,440300
128624,1409,LC326,41,411122,44,440300
128625,1409,LC160,51,510522,61,610103
128626,1409,LC160,41,410381,61,610103
128627,1409,LC169,61,610221,61,610200
128628,1409,LC340,36,362432,36,360900
128629,1409,LC326,42,420324,44,440300
128630,1409,LC328,61,610112,61,610104
128631,1409,LC326,36,362422,44,440300
128632,1409,LC004,62,620523,61,610300
128633,1409,LC326,44,441622,44,440300
128634,1409,LC340,44,440582,36,360900
128635,1409,LC326,43,432522,44,440300
128636,1409,LC340,41,411302,36,360900
128637,1409,LC326,43,430981,44,440300
128638,1409,LC326,36,360311,44,440300
128639,1409,LC056,62,620123,62,620100
128640,1409,LC160,61,610481,61,610103
128641,1409,LC163,61,612327,61,610113
128642,1409,LC340,52,522723,36,360900
128643,1409,LC338,36,362203,36,360100
128644,1409,LC016,43,431129,41,410100
128645,1409,LC200,37,370681,37,370600
128646,1409,LC160,61,612525,61,610103
128647,1409,LC160,61,610121,61,610103
128648,1409,LC113,61,610324,61,610400
128649,1409,LC004,61,612301,61,610300
128650,1409,LC338,36,362528,36,360100
128651,1409,LC328,61,610624,61,610104
128652,1409,LC199,37,371521,37,371500
128653,1409,LC326,43,431221,44,440300
128654,1409,LC344,33,330881,36,360100
128655,1409,LC160,61,610104,61,610103
128656,1409,LC004,61,610302,61,610300
128657,1409,LC199,37,370921,37,371500
128658,1409,LC327,35,350104,34,340100
128659,1409,LC004,61,610302,61,610300
128660,1409,LC282,62,620522,62,620500
128661,1409,LC282,62,620502,62,620500
128662,1409,LC005,61,612723,61,610800
128663,1409,LC004,61,610322,61,610300
128664,1409,LC160,62,622625,61,610103
128665,1409,LC005,61,612723,61,610800
128666,1409,LC199,37,372502,37,371500
128667,1409,LC320,41,411381,32,320100
128668,1409,LC009,61,612601,61,610600
128669,1409,LC331,36,360722,36,360700
128670,1409,LC338,42,421122,36,360100
128671,1409,LC199,37,370481,37,371500
128672,1409,LC338,44,442527,36,360100
128673,1409,LC341,41,410221,36,361100
128674,1409,LC163,14,140211,61,610113
128675,1409,LC326,43,430921,44,440300
128676,1409,LC327,34,340828,34,340100
128677,1409,LC004,61,610303,61,610300
128678,1409,LC326,44,441625,44,440300
128679,1409,LC056,62,622424,62,620100
128680,1409,LC199,37,371502,37,371500
128681,1409,LC006,61,610324,61,610300
128682,1409,LC004,61,610328,61,610300
128683,1409,LC326,44,441283,44,440300
128684,1409,LC004,61,610302,61,610300
128685,1409,LC057,33,330103,36,360100
128686,1409,LC106,32,321002,32,320500
128687,1409,LC005,61,612731,61,610800
128688,1409,LC113,61,610629,61,610400
128689,1409,LC327,34,340111,34,340100
128690,1409,LC001,13,130626,61,610103
128691,1409,LC113,63,630104,61,610400
128692,1409,LC333,36,360281,36,360100
128693,1409,LC004,61,610302,61,610300
128694,1409,LC004,61,610322,61,610300
128695,1409,LC004,61,612727,61,610300
128696,1409,LC344,44,441624,36,360100
128697,1409,LC057,44,441421,36,360100
128698,1409,LC057,44,440183,36,360100
128699,1409,LC113,61,610423,61,610400
128700,1409,LC004,61,610303,61,610300
128701,1409,LC327,34,340823,34,340100
128702,1409,LC344,36,360121,36,360100
128703,1409,LC005,61,612701,61,610800
128704,1409,LC161,61,612401,61,610103
128705,1409,LC333,42,422103,36,360100
128706,1409,LC333,44,441827,36,360100
128707,1409,LC326,23,230184,44,440300
128708,1409,LC338,32,320583,36,360100
128709,1409,LC160,61,610481,61,610103
128710,1409,LC340,34,342422,36,360900
128711,1409,LC004,61,610321,61,610300
128712,1409,LC199,37,370982,37,371500
128713,1409,LC004,61,610328,61,610300
128714,1409,LC328,61,610523,61,610104
128715,1409,LC004,61,610323,61,610300
128716,1409,LC320,53,532129,32,320100
128717,1409,LC002,61,612501,61,611000
128718,1409,LC160,61,610115,61,610103
128719,1409,LC320,14,142726,32,320100
128720,1409,LC327,34,340103,34,340100
128721,1409,LC057,36,360502,36,360100
128722,1409,LC028,53,532901,53,530100
128723,1409,LC004,61,610303,61,610300
128724,1409,LC160,61,610113,61,610103
